date	title	cat1	cat2	url	post_text
December 21, 2020	Fundraising Tips for Newsrooms	BEST PRACTICES	JOURNALISM	https://www.facebook.com/journalismproject/newsrooms-fundraising-tips	
December 21, 2020	How Rick Shiels Rapidly Grew His Audience and Revenue Over His First Year on Facebook	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/how-rick-shiels-rapidly-grew-his-audience-and-revenue-over-his-first-year-on-facebook	
December 18, 2020	How Spurs are leveraging Facebook and Instagram to support all areas of their business	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/how-spurs-are-leveraging-facebook-and-instagram-to-support-all-areas-of-their-business	
December 18, 2020	FIVB Emphasizes Long-Form Facebook Video to Entertain Fans and Earn Revenue During COVID-19	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/fivb-emphasizes-long-form-facebook-video-to-entertain-fans-and-earn-revenue-during-covid-19	
December 17, 2020	Brut: Using Reels To Level Up Storytelling	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/brut-using-reels-to-level-up-storytelling	
December 17, 2020	Adapting During Adversity	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/adapting-during-adversity	
December 17, 2020	Freeda: Better Branded Content	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/freeda-better-branded-content	
December 17, 2020	MotoGP Shifts Instagram Video Strategy to Succeed with Reels	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/motogp-shifts-instagram-video-strategy-to-succeed-with-reels	
December 16, 2020	Launching a Fact-Checking Fellowship in the US with the National Association of Black Journalists	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/programs/third-party-fact-checking/nabj-fellowship	
December 16, 2020	RTLZWEI: Working Smart, Not Hard	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/rtlzwei-working-smart-not-hard	
December 11, 2020	How Emerging Artist Dalex Grew Facebook and Instagram Following by Over 200%	ANNOUNCEMENTS	MEDIA	https://www.facebook.com/facebookmedia/success-stories/how-emerging-artist-dalex-grew-facebook-and-instagram-following-by-over-200	
December 9, 2020	Registering Arabic News Pages on Facebook	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/registering-news-pages-arabic	
December 4, 2020	DIMAYOR Increased Their Performance By Using Long Form Video And Premieres	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/dimayor-increased-their-performance-by-using-long-form-video-and-premieres	
December 4, 2020	4 Tips For Using Messenger Rooms At Virtual Events	BEST PRACTICES	JOURNALISM	https://www.facebook.com/journalismproject/messenger-rooms-virtual-events	
December 3, 2020	How Local Newsrooms in the French Accelerator Generated More Than €8 Million in Customer Lifetime Value	PROGRAM IMPACT	JOURNALISM	https://www.facebook.com/journalismproject/programs/accelerator/french-newsrooms-increase-subscriptions-despite-pandemic	
December 3, 2020	Fans Join Facebook + Kick It Out To Take a Stand Against Discrimination	ANNOUNCEMENTS		https://www.facebook.com/formedia/fans-join-facebook-x-kick-it-out-to-take-a-stand-against-discrimination	
December 2, 2020	Award show gives fans AAA Access via Facebook	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/golden-bell-awards-alice-ko-taiwan	
December 1, 2020	Manchester City Leverages Facebook and Instagram to Boost Sales of New Kits	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/manchester-city-leverages-facebook-and-instagram-to-boost-sales-of-new-kits	
November 30, 2020	Subversion Jiu Jitsu Uses Facebook Paid Online Events to Bring its Fights to Fans at Home	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/subversion-jiu-jitsu-uses-facebook-paid-online-events-to-bring-its-fights-to-fans-at-home	
November 30, 2020	How to monetize back catalogue and un-aired content to increase revenue and followers on Facebook	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/how-to-monetize-back-catalogue-and-un-aired-content-to-increase-revenue-and-followers-on-facebook	
November 30, 2020	Facebook Extends UK Community News Journalism Training Programme	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-extends-uk-community-news-project	
November 30, 2020	Delta Goodrem Grows International Fanbase With #TheBunkerdownSessions	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/delta-goodrem-grows-international-fanbase-with-thebunkerdownsessions	
November 23, 2020	3 video best practices to try on Facebook	BEST PRACTICES	CREATORS	https://www.facebook.com/creators/three-video-best-practices	
November 20, 2020	Digital publisher Badabun invests in original video content to achieve massive gains in revenue and watch time	ANNOUNCEMENTS	MEDIA	https://www.facebook.com/facebookmedia/success-stories/digital-publisher-badabun-invests-in-original-video-content-to-achieve-massive-gainsin-revenue-and-watch-time	
November 18, 2020	How Red Bull Leverages Instagram Reels to Reach a New Global Audience	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/how-red-bull-leverages-instagram-reels-to-reach-a-new-global-audience	
November 16, 2020	Kayla Itsines and SWEAT Support Women Worldwide Through Monday Night Meetups on Facebook	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/kayla-itsines-and-sweat-support-women-worldwide-through-monday-night-meetups-on-facebook	
November 16, 2020	New Monetization Opportunities for Creators on Facebook	ANNOUNCEMENTS		https://www.facebook.com/formedia/blog/new-monetization-opportunities-for-creators-on-facebook	
November 16, 2020	Report For America Shares Tips For Foundation Fundraising	BEST PRACTICES	JOURNALISM	https://www.facebook.com/journalismproject/rfa-foundation-fundraising	
November 13, 2020	AdamW uses Facebook video to build community & boost revenue	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/adamw-build-community-boost-revenue	
November 12, 2020	Create AR effects & discover Reels in Instagram Next’s Day 2 | Meta for Creators | Meta for Creators	BEST PRACTICES	CREATORS	https://www.facebook.com/creators/instagram-next-day-2	
November 5, 2020	In Partnership with ICFJ, Facebook Launches the Youth Talents Journalism Program in Brazil	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-youth-talents-journalism-program-brasil	
November 5, 2020	Conmebol Libertadores increase reach by crossposting with clubs and athletes	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/conmebol-libertadores-increase-reach-by-crossposting-with-clubs-and-athletes	
November 4, 2020	How Da Naza reached 2 million followers in less than a year	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/da-naza-reached-2-million-followers	
October 30, 2020	ter.a.pia: washing dishes, telling stories and connecting people | Meta for Creators	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/ter-a-pia-connecting-people	
October 26, 2020	Report: Engagement Trends of Safe News Reporting on Suicide on Facebook	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/suicide-news-reporting	
October 22, 2020	ICC Drives Hundreds of Millions of Monetizable Video Views Around Global Events	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/icc-drives-hundreds-of-millions-of-monetizable-video-views-around-global-events	
October 22, 2020	An Evening With Elton John and Facebook	SUCCESS STORIES		https://www.facebook.com/formedia/success-stories/an-evening-with-elton-john-and-facebook	
October 20, 2020	Making the beauty of ballet available to all	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/making-the-beauty-of-ballet-available-to-all	
October 20, 2020	Meet the 20 US Newsrooms Participating in the Facebook Sustainability Accelerator	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/programs/accelerator/sustainability-accelerator-participants	
October 20, 2020	Facebook Journalism Project and WAN-IFRA Land a New Executive Program in Latin America	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/WAN-IFRA-LATAM-cultural-change-program	
October 15, 2020	How A Cross-Border Collaboration Resulted in Millions of Video Views on Facebook	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/how-a-cross-border-collaboration-resulted-in-millions-of-video-views-on-facebook	
October 15, 2020	Fundación Gabo and Facebook Journalism Project Renew Alliance to Train More Than 2,000 Journalists in Latin America	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/fundacion-gabo-and-facebook	
October 14, 2020	Ellie Goulding dazzles Facebook fans with ‘Brightest Blue’	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/ellie-goulding-dazzles-facebook-fans-with-brightest-blue	
October 12, 2020	Facebook + Kick It Out tackle discrimination in football	ANNOUNCEMENTS		https://www.facebook.com/formedia/facebook-x-kick-it-out-tackle-discrimination-in-football	
October 9, 2020	Emerging musicians strike a chord with fans during COVID-19	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/emerging-musicians-strike-a-chord-with-fans-during-covid-19	
October 8, 2020	4 Takeaways Instagram Local News Fellows Shared at ONA Everywhere 2020	BEST PRACTICES	JOURNALISM	https://www.facebook.com/journalismproject/instagram-local-news-fellows-ona-2020	
October 2, 2020	Brazilian Publisher AdoroCinema Generates 40 Million IGTV Views After Training Journalists to Host Instagram “Talk Shows”	SUCCESS STORIES	JOURNALISM	https://www.facebook.com/journalismproject/adorocinema-instagram-igtv	
October 1, 2020	Applications Now Open for the Sustainability Accelerator	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/programs/accelerator/sustainability-accelerator-program	
October 1, 2020	ONA Conference 2020: Where To Find Facebook, Instagram & CrowdTangle	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/ona-everywhere-2020-facebook-instagram-crowdtangle	
September 29, 2020	FOPEA and Facebook Journalism Project Expand Partnership to Train Local Journalists in Argentina	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/FOPEA-and-facebook	
September 29, 2020	Creator Spotlight: More multi-talented creators making waves in Asia	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/creator-spotlight-5-more-asia-pacific-creators	
September 29, 2020	How Facebook helped mobilize AFL fans for a season return to empty stadiums	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/how-facebook-helped-mobilize-afl-fans-for-a-season-return-to-empty-stadiums	
September 28, 2020	Fact-Checking Innovation Initiative	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/fact-checking-innovation-initiative	
September 24, 2020	Chino Fernandez Wants To Entertain You	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/chino-fernandez	
September 24, 2020	Behind Facebook News: Looking Back and Ahead	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/facebook-news-interview	
September 21, 2020	Meet two food creators mastering how to reach younger readers and build return loyalty on Instagram.	BEST PRACTICES	JOURNALISM	https://www.facebook.com/journalismproject/food-creators-instagram-tactics	
September 18, 2020	5 tips for maintaining production & maximizing your content	BEST PRACTICES	CREATORS	https://www.facebook.com/creators/5-tips-for-maximizing-your-content	
September 17, 2020	Facebook Journalism Project and EJC Launch European Journalism COVID-19 Support Fund	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/programs/grants/coronavirus-european-news-support-fund	
September 17, 2020	Facebook Live: How to Go Live for Producers	BEST PRACTICES		https://www.facebook.com/formedia/blog/how-to-go-live-on-facebook	
September 16, 2020	Creator Spotlight: Inspiring creators from around the world	SUCCESS STORIES	CREATORS	https://www.facebook.com/creators/creator-spotlight-international-creators	
September 16, 2020	Facebook Live: Create Social Content	BEST PRACTICES		https://www.facebook.com/formedia/blog/create-social-content	
September 16, 2020	Facebook Live: Create Social Content	BEST PRACTICES		https://www.facebook.com/formedia/blog/create-social-content	
September 16, 2020	Facebook Live: How to Go Live for Producers	BEST PRACTICES	MEDIA	https://www.facebook.com/facebookmedia/blog/how-to-go-live-on-facebook	
September 15, 2020	Announcing $5M Investment Supporting Diversity and Entrepreneurship in US Local News	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/local-news-investment-diversity-entrepreneurship	
September 15, 2020	The Facebook Journalism Project Sustainability Accelerator Program Terms & Conditions	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/programs/accelerator/sustainability-accelerator-terms-conditions	
September 14, 2020	How Kan Kantathavorn’s Authenticity Drives Sales	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/how-kan-kantathavorns-authenticity-drives-sales	
September 10, 2020	Expanding Facebook’s News Page Registration in India	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/news-page-registration-india-expansion	
September 8, 2020	Meet 8 Journalists Joining the Facebook-Canadian Press News Fellowship	ANNOUNCEMENTS	JOURNALISM	https://www.facebook.com/journalismproject/canadian-press-news-fellowship-2020-fellows	
September 4, 2020	David Guetta Raises More Than $1M Through Two Fundraisers With Facebook	SUCCESS STORIES	MEDIA	https://www.facebook.com/facebookmedia/success-stories/david-guetta-raises-more-than-1m-through-two-fundraisers-with-facebook	
September 3, 2020	Best Practices for monetizing your livestreams with Facebook Stars	BEST PRACTICES	CREATORS	https://www.facebook.com/creators/facebook-stars-best-practices	
